,list_name,name,label,,no colon
87,FB_COMP,Fimbristylis-dichotoma,Fimbristylis dichotoma - Eight Day Sedge,,13
88,FB_COMP,Fimbristylis-phaeoleuca,Fimbristylis phaeoleuca - Sedge,,13
89,FB_COMP,Fimbristylis-simulans,Fimbristylis simulans - Desert Fringe Rush,,13
90,FB_COMP,Fimbristylis-sp.,Fimbristylis sp. - Sedge,,13
91,FB_COMP,Flaveria-australasica,Flaveria australasica - Speedy Weed,,9
92,FB_COMP,Flemingia-pauciflora,Flemingia pauciflora - Flemings Bush,,10
93,FB_COMP,Flemingia-paucifolia,Flemingia paucifolia - Flemings Bush,,10
94,FB_COMP,Frankenia-sp.,Frankenia sp. - Sea Heath,,10
95,FB_COMP,Glycine-falcata,Glycine falcata - Fringed Glycine,,8
96,FB_COMP,Gomphrena-breviflora,Gomphrena breviflora - White Gomphrena,,10
97,FB_COMP,Gomphrena-canescens,Gomphrena canescens - Batchelor's Buttons,,10
98,FB_COMP,Gomphrena-conica,Gomphrena conica - Fluffy Gomphrena,,10
99,FB_COMP,Gomphrena-lanata,Gomphrena lanata - Husband's Buttons,,10
100,FB_COMP,Gomphrena-sp.,Gomphrena sp. - Gomphrena,,10
106,FB_COMP,Goodenia-cycloptera,Goodenia cycloptera - Serrated Goodenia,,9
101,FB_COMP,Goodenia-lunata,Goodenia lunata - Hairy Goodenia,,9
102,FB_COMP,Goodenia-ramelii,Goodenia ramelii - Goodenia Ramelii,,9
103,FB_COMP,Goodenia-scaevolina,Goodenia scaevolina - Blue Fan Flower,,9
104,FB_COMP,Goodenia-sp.,Goodenia sp. - Goodenia,,9
105,FB_COMP,Goodenia-strangfordii,Goodenia strangfordii - Wide-Leaved Goodenia,,9
107,FB_COMP,Grewia-retusifolia,"Grewia retusifolia - Emu Bush, Dogs Balls",,7
108,FB_COMP,Halgania-solanacea,Halgania solanacea - Halgania,,9
109,FB_COMP,Haloragis-sp.,Haloragis sp. - Mulga Nettle,,10
110,FB_COMP,Halosarcia-indica,Halosarcia indica - Samphire,,11
111,FB_COMP,Heliotropium-brachythrix,Heliotropium brachythrix - Heliotrope,,13
112,FB_COMP,Heliotropium-conocarpum,Heliotropium conocarpum - Heliotropium conocarpum,,13
113,FB_COMP,Heliotropium-polycarpaea,Heliotropium polycarpaea - Heliotrope,,13
114,FB_COMP,Heliotropium-sp.,Heliotropium sp. - Heliotrope,,13
115,FB_COMP,Heliotropium-tanythrix,Heliotropium tanythrix - Heliotrope,,13
116,FB_COMP,Heliotropium-tenuifolium,Heliotropium tenuifolium - Heliotrope,,13
117,FB_COMP,Hibiscus-pentaphyllus,Hibiscus pentaphyllus - Five-Leaflet Hibiscus,,9
118,FB_COMP,Highenia-lunata,Highenia lunata - Hairy Highenia,,9
119,FB_COMP,Hyptis-suaveolens,Hyptis suaveolens - Hyptis,,7
120,FB_COMP,Indigofera-colutea,Indigofera colutea - Sticky Indigo,,11
121,FB_COMP,Indigofera-linifolia,Indigofera linifolia - Native Indigo,,11
122,FB_COMP,Indigofera-linnaei,Indigofera linnaei - Birdsville Indigo,,11
123,FB_COMP,Indigofera-sp.,Indigofera sp - Indigofera,,11
124,FB_COMP,Ipomoea-muelleri,Ipomoea muelleri - Native Morning Glory,,8
126,FB_COMP,Ipomoea-polymorpha,Ipomoea polymorpha - Silky Cow-Vine,,8
125,FB_COMP,Ipomoea-sp.,Ipomoea sp. - Ipomoea sp.,,8
127,FB_COMP,Ixiochlamys-sp.,Ixiochlamys sp. - Daisy,,12
128,FB_COMP,Jacquemontia-pannosa,Jacquemontia pannosa - Snake Stem,,13
129,FB_COMP,Lechenaultia-divaricata,Lechenaultia divaricata - Tangled Lechenaultia,,13
130,FB_COMP,Lepidium-muelleriferdinandi,Lepidium muelleriferdinandi - Mueller's Peppercress,,9
131,FB_COMP,Lepidium-phlebopetalum,Lepidium phlebopetalum - Veined Peppercress,,9
132,FB_COMP,Lepidium-sp.,Lepidium sp. - Peppercress,,9
133,FB_COMP,Lepidium-strongylophyllum,"Lepidium strongylophyllum - Lepidium, Rare Peppercress, Bull Peppercress",,9
134,FB_COMP,Leptosema-chambersii,Leptosema chambersii - Leptosema chambersii,,10
135,FB_COMP,Leucochrysum-fitzgibbonii,Leucochrysum fitzgibbonii - Leucochrysum fitzgibbonii,,13
136,FB_COMP,Leucochrysum-stipitatum,Leucochrysum stipitatum - Leucochrysum stipitatum,,13
137,FB_COMP,Ludwigia-perennis,Ludwigia perennis - Upright Primrose,,9
138,FB_COMP,Maireana-villosa,Maireana villosa - Silky Bluebush,,9
139,FB_COMP,Malvastrum-americanum,Malvastrum americanum - Malvastrum,,11
140,FB_COMP,Malvastrum-spicatum,Malvastrum spicatum - Spiked Malvasttum,,11
141,FB_COMP,Marsilea-drummondii,Marsilea drummondii - Nardoo,,9
142,FB_COMP,Marsilea-sp.,Marsilea sp. - Nardoo,,9
143,FB_COMP,Martynia-annua,Martynia annua - Devils Claw (Weed),,9
144,FB_COMP,Mukia-maderaspatana,Mukia maderaspatana - Red Cucumber,,6
145,FB_COMP,Neptunia-dimorphantha,Neptunia dimorphantha - Sensitive Plant,,9
146,FB_COMP,Neptunia-gracilis,Neptunia gracilis - Native Sensitive Plant,,9
147,FB_COMP,Neptunia-monosperma,Neptunia monosperma - Sensitive Plant,,9
148,FB_COMP,Neptunia-sp.,Neptunia sp. - Sensitive Plant,,9
149,FB_COMP,Newcastelia-sp.,Newcastelia sp. - Native Sage,,12
150,FB_COMP,Operculina-aequisepala,Operculina aequisepala - Onion Vine,,11
151,FB_COMP,Osteocarpum-salsuginosum,Osteocarpum salsuginosum - Bonefruit,,12
152,FB_COMP,Passiflora-foetida,Passiflora foetida - Wild Passionfruit,,11
153,FB_COMP,Peplidium-foecundum,Peplidium foecundum - Peplidium,,10
154,FB_COMP,Peripleura-hispidula,Peripleura hispidula - Fuzzweed,,11
155,FB_COMP,Persicaria-attenuata,Persicaria attenuata - Knotweed,,11
156,FB_COMP,Phyllanthus-maderaspatensis,Phyllanthus maderaspatensis - Spurge,,12
158,FB_COMP,Phyllanthus-exilis,Phyllanthus exilis - Phyllanthus exilis,,12
157,FB_COMP,Phyllanthus-sp.,Phyllanthus sp. - Spurge,,12
159,FB_COMP,Physalis-minima,Physalis minima - Wild Gooseberry,,9
160,FB_COMP,Pimelea-penicillaris,"Pimelea penicillaris - Pimelea, Sandhill Riceflower",,8
161,FB_COMP,Pimelea-punicea,Pimelea punicea - Pimelea,,8
162,FB_COMP,Pimelea-simplex,Pimelea simplex - Rice Flower,,8
163,FB_COMP,Polycarpaea-longiflora,Polycarpaea longiflora - Red Polycarpaea,,12
164,FB_COMP,Polycarpaea-spirostylis,Polycarpaea spirostylis - Northern Pretty Polly,,12
165,FB_COMP,Polymeria-ambigua,Polymeria ambigua - Creeping Bindweed,,10
166,FB_COMP,Polymeria-longifolia,Polymeria longifolia - Erect Bindweed,,10
167,FB_COMP,Portulaca-digyna,Portulaca digyna - Pigweed,,10
168,FB_COMP,Portulaca-oleracea,"Portulaca oleracea - Munyeroo, Pigweed",,10
169,FB_COMP,Portulaca-sp.,Portulaca sp. - Pigweed,,10
170,FB_COMP,Psoralea-australascia,Psoralea australascia - Tall Verbine,,9
171,FB_COMP,Pterocaulon-serrulatum,Pterocaulon serrulatum - Fruit Salad Plant,,12
172,FB_COMP,Pterocaulon-sphacelatum,Pterocaulon sphacelatum - Fruit Salad Plants,,12
173,FB_COMP,Ptilotis-sessilifolius,Ptilotis sessilifolius - Crimson Foxtail,,9
174,FB_COMP,Ptilotus-calostachyus,Ptilotus calostachyus - Weeping Mulla Mulla,,9
175,FB_COMP,Ptilotus-exaltatus,Ptilotus exaltatus - Lamb's Tail,,9
176,FB_COMP,Ptilotus-fusiformis,Ptilotus fusiformis - Pom Pom Bottlebrush,,9
177,FB_COMP,Ptilotus-helipteroides-var.-helipteroides,Ptilotus helipteroides var. helipteroides - Ptilotus helipteroides var. helipteroides,,9
178,FB_COMP,Ptilotus-macrocephalus,Ptilotus macrocephalus - Large Green Pussytail,,9
179,FB_COMP,Ptilotus-obovatus,Ptilotus obovatus - Cotton Bush,,9
180,FB_COMP,Ptilotus-obovatus-var.-griseus,Ptilotus obovatus var. griseus - Ptilotus Obovatus Var. Griseus,,9
181,FB_COMP,Ptilotus-obovatus-var.-indeterminate,Ptilotus obovatus var. indeterminate - Silver Tails,,9
182,FB_COMP,Ptilotus-obovatus-var.-obovatus,Ptilotus obovatus var. obovatus - Ptilotus obovatus var. obovatus,,9
183,FB_COMP,Ptilotus-polystachyus,Ptilotus polystachyus - Green Mulla Mulla,,9
184,FB_COMP,Ptilotus-schwartzii,Ptilotus schwartzii - Horse Mulla Mulla,,9
185,FB_COMP,Ptilotus-sp.,Ptilotus sp. - Mulla Mulla,,9
186,FB_COMP,Ptilotus-spicatus,Ptilotus spicatus - Red Lambs Tail,,9
188,FB_COMP,Rhodanthe-charsleyae,Rhodanthe charsleyae - Rhodanthe charsleyae,,10
193,FB_COMP,Rhodanthe-citrina,Rhodanthe citrina - Rhodanthe citrina,,10
189,FB_COMP,Rhodanthe-floribunda,"Rhodanthe floribunda - White Paper Daisy, White Everlasting",,10
190,FB_COMP,Rhodanthe-moschata,Rhodanthe moschata - Rhodanthe moschata,,10
191,FB_COMP,Rhodanthe-sp.,Rhodanthe sp. - Sunray,,10
192,FB_COMP,Rhodanthe-tietkensii,Rhodanthe tietkensii - Sand Sunray,,10
194,FB_COMP,Rhynchosia-minima,Rhynchosia minima - Native Pea,,11
196,FB_COMP,Rostellularia-adscendens,Rostellularia adscendens - Pink Tongues,,14
197,FB_COMP,Salsola-kali,Salsola kali - Common Saltwort,,8
198,FB_COMP,Salsola-tragus,Salsola tragus - Roly Poly,,8
199,FB_COMP,Scaevola-amblyanthera,Scaevola amblyanthera - Fan Flower,,9
200,FB_COMP,Scaevola-parvibarbata,Scaevola parvibarbata - Small Beard Fanflower,,9
201,FB_COMP,Scaevola-sp.,Scaevola sp. - Scaevola,,9
202,FB_COMP,Schoenia-ayersii,Schoenia ayersii - Schoenia,,9
203,FB_COMP,Schoenia-cassiniana,Schoenia cassiniana - Pink Everlasting,,9
204,FB_COMP,Sclerochlamys-brachyptera,Sclerochlamys brachyptera - Shortwing Saltbush,,14
205,FB_COMP,Sclerolaena-sp.,Sclerolaena sp. - Copperburr,,12
206,FB_COMP,Sclerolaena-bicornis,Sclerolaena bicornis - Goathead Burr,,12
207,FB_COMP,Sclerolaena-bicornis-var.-bicornis,Sclerolaena bicornis var. bicornis - Goathead Burr,,12
208,FB_COMP,Sclerolaena-convexula,Sclerolaena convexula - Tall Copper Burr,,12
209,FB_COMP,Sclerolaena-cornishiana,Sclerolaena cornishiana - Cartwheel Burr,,12
210,FB_COMP,Sclerolaena-costata,Sclerolaena costata - Copperburr,,12
211,FB_COMP,Sclerolaena-cuneata,Sclerolaena cuneata - Yellow Bindii,,12
212,FB_COMP,Sclerolaena-decurrens,Sclerolaena decurrens - Green (Fleshy) Copperburr,,12
213,FB_COMP,Sclerolaena-diacantha,Sclerolaena diacantha - Grey Copperburr,,12
214,FB_COMP,Sclerolaena-diachantha,Sclerolaena diachantha - Copperburr,,12
215,FB_COMP,Sclerolaena-eriacantha,Sclerolaena eriacantha - Tall Bindii,,12
216,FB_COMP,Sclerolaena-johnsonii,Sclerolaena johnsonii - Johnson's Copperburr,,12
217,FB_COMP,Sclerolaena-lanicuspis,Sclerolaena lanicuspis - Woolly Copperburr,,12
218,FB_COMP,Sclerolaena-longicuspis,"Sclerolaena longicuspis - Sclerolaena, Long-Spined Poverty Bush",,12
219,FB_COMP,Sclerolaena-parallelicuspis,"Sclerolaena parallelicuspis - Sclerolaena, Western Copper Burr",,12
220,FB_COMP,Sclerolaena-patenticuspis,Sclerolaena patenticuspis - Spear-Fruit Copperburr,,12
221,FB_COMP,Sclerolaena-sp.,Sclerolaena sp. - Copperburr,,12
222,FB_COMP,Sclerolaena-birchii,Sclerolaena birchii - Copperburr,,12
223,FB_COMP,Senecio-magnificus,Senecio magnificus - Tall Yellow Top,,8
224,FB_COMP,Sesbania-benthamiana,Sesbania benthamiana - Pea Bush,,9
225,FB_COMP,Sesbania-brachycarpa,Sesbania brachycarpa - Purple Sesbania Pea,,9
226,FB_COMP,Sesbania-cannabina,Sesbania cannabina - Yellow Pea Bush,,9
227,FB_COMP,Sesbania-muelleri,Sesbania muelleri - Tall Sesbania Pea,,9
228,FB_COMP,Sesbania-sp.,Sesbania sp. - Sesbania Pea,,9
229,FB_COMP,Sida-acuta,Sida acuta - Spinyhead Sida,,5
230,FB_COMP,Sida-ammophila,Sida ammophila - Sida Ammophila,,5
231,FB_COMP,Sida-cleisocalyx,Sida cleisocalyx - Sponge Sida,,5
232,FB_COMP,Sida-cordifolia,Sida cordifolia - Flannel Weed,,5
233,FB_COMP,Sida-cunninghamii,Sida cunninghamii - Ridged Sida,,5
234,FB_COMP,Sida-fibulifera,Sida fibulifera - Pin Sida,,5
235,FB_COMP,Sida-platycalyx,Sida platycalyx - Lifesaver Burr,,5
236,FB_COMP,Sida-rhombifolia,Sida rhombifolia - Paddy's Lucerne,,5
237,FB_COMP,Sida-rohlenae,Sida rohlenae - Shrub Sida,,5
238,FB_COMP,Sida-sp.,Sida sp. - Sida,,5
242,FB_COMP,Sida-rohlenae,Sida rohlenae - Shrub Sida,,5
239,FB_COMP,Sida-spinosa,Sida spinosa - Spiny Sida,,5
241,FB_COMP,Sida-trichopodia,Sida trichopodia - Tall Sida,,5
243,FB_COMP,Solanum-centrale,Solanum centrale - Australian Desert Raisin,,8
244,FB_COMP,Solanum-ellipticum,Solanum ellipticum - Potato Bush,,8
245,FB_COMP,Solanum-esuriale,Solanum esuriale - Quena,,8
246,FB_COMP,Solanum-lithophilum,Solanum lithophilum - Potato Bush,,8
247,FB_COMP,Solanum-quadriloculatum,Solanum quadriloculatum - Wild Tomato,,8
248,FB_COMP,Solanum-sp.,Solanum sp. - Solanum,,8
249,FB_COMP,Solanum-tumulicola,Solanum tumulicola - Black Soil Wild Tomato,,8
250,FB_COMP,Spermacoce-argillacea,Spermacoce argillacea - Australian Spermacoce,,11
251,FB_COMP,Spermacoce-sp.,Spermacoce sp. - Spermacoce,,11
252,FB_COMP,Sphaeranthus-indicus,Sphaeranthus indicus - Minty Pom Poms,,13
253,FB_COMP,Stemodia-glabella,Stemodia glabella - Smooth Blue Rod,,9
254,FB_COMP,Stemodia-grossa,Stemodia grossa - Marsh Stemodia,,9
255,FB_COMP,Stemodia-lythrifolia,Stemodia lythrifolia - Blue Rod,,9
256,FB_COMP,Stemodia-sp.,Stemodia sp - Blue Rod,,9
257,FB_COMP,Stemodia-viscosa,Stemodia viscosa - Sticky Blue Rod,,9
258,FB_COMP,Stenopetalum-nutans,Stenopetalum nutans - Thread Petal,,13
259,FB_COMP,Stenopetalum-sp.,Stenopetalum sp. - Stenopetalum,,13
260,FB_COMP,Stenopetalum-lineare,Stenopetalum lineare - Narrow Thread Petal,,13
261,FB_COMP,Streptoglossa-adscendens,Streptoglossa adscendens - Mintbush,,14
262,FB_COMP,Streptoglossa-bubakii,Streptoglossa bubakii - Mint Bush,,14
263,FB_COMP,Streptoglossa-odora,Streptoglossa odora - Aromatic Daisy,,14
264,FB_COMP,Stylosanthes-hamata,Stylosanthes hamata - Caribbean Stylo,,13
265,FB_COMP,Stylosanthes-scabra,Stylosanthes scabra - Seca Stylo,,13
266,FB_COMP,Stylosanthes-sp.,Stylosanthes sp. - Stylo,,13
267,FB_COMP,Swainsona-burkei,Swainsona burkei - Hairy Darling Pea,,10
268,FB_COMP,Swainsona-canescens,Swainsona canescens - Grey Swainsona,,10
270,FB_COMP,Swainsonia-sp.,Swainsonia sp. - Darling Pea,,11
271,FB_COMP,Tecticornia-triandra,"Tecticornia triandra - Tecticornia, Desert Glasswort, Samphire",,12
272,FB_COMP,Tephrosia-rosea,Tephrosia rosea - Flinders River Poison,,10
273,FB_COMP,Tephrosia-sp.,Tephrosia sp. - Tephrosia,,10
274,FB_COMP,Tephrosia-sphaerospora,Tephrosia sphaerospora - Mulga Trefoil,,10
275,FB_COMP,Tephrosia-supine,Tephrosia supine - Tephrosia Supine,,10
276,FB_COMP,Trachymene-glaucifolia,Trachymene glaucifolia - Blue Parsnip,,11
277,FB_COMP,Trephrosia-sp.,Trephrosia sp. - Trephrosia,,11
278,FB_COMP,Trianthema-triquetra,Trianthema triquetra - Red Spinach,,11
279,FB_COMP,Tribulus-astrocarpus,Tribulus astrocarpus - Star Caltrop,,9
280,FB_COMP,Tribulus-eichlerianus,Tribulus eichlerianus - Tribulus eichlerianus,,9
281,FB_COMP,Tribulus-macrocarpus,Tribulus macrocarpus - Tribulus Macrocarpus,,9
282,FB_COMP,Tribulus-sp.,Tribulus sp. - Tribulus,,9
283,FB_COMP,Tribulus-terrestris,Tribulus terrestris - Caltrop,,9
284,FB_COMP,Trichodesma-sp.,Trichodesma sp. - Camel Bush,,12
285,FB_COMP,Trichodesma-zeylanicum,Trichodesma zeylanicum - Camel Bush,,12
287,FB_COMP,Triumfetta-plumigera,Triumfetta plumigera - Feathered Burbank,,11
288,FB_COMP,Triumfetta-sp.,Triumfetta sp. - Burbank,,11
289,FB_COMP,Vittadinia-sp.,Vittadinia sp. - Fuzzweed,,11
290,FB_COMP,Vittadinia-sulcata,Vittadinia sulcata - Furrowed New Holland Daisy,,11
291,FB_COMP,Waltheria-indica,Waltheria indica - Waltheria,,10
292,FB_COMP,Wedelia-asperrima,Wedelia asperrima - Sunflower Daisy,,8
294,FB_COMP,Xanthium-pungens,Xanthium pungens - Noogoora Burr,,9
295,FB_COMP,Xerochrysum-bracteatum,Xerochrysum bracteatum - Golden Everlasting,,12
296,FB_COMP,Zygophyllum-crassissimum,Zygophyllum crassissimum - Zygophyllum,,12
297,FB_COMP,Zygophyllum-iodocarpum,Zygophyllum iodocarpum - Violet Twinleaf,,12
298,FB_COMP,Zygophyllum-prismatothecum,"Zygophyllum prismatothecum - Twinleaf, Square-Fruit Twinleaf",,12
299,FB_COMP,Zygophyllum-sp.,Zygophyllum sp. - Pale Twinleaf,,12
300,FB_COMP,other1,Other species 1,,no colon
301,FB_COMP,other2,Other species 2,,no colon
302,FB_COMP,other3,Other species 3,,no colon
303,FB_COMP,other4,Other species 4,,no colon
0,FB_NORTH,Abelmoschus-ficulneaus,Abelmoschus ficulneaus - Native Rosella,,12
1,FB_NORTH,Abelmoschus-ficulneus,Abelmoschus ficulneus - Native Rosella,,12
2,FB_NORTH,Abutilon-hannii,Abutilon hannii - Mallow,,9
3,FB_NORTH,Abutilon-otocarpum,Abutilon otocarpum - Desert Lantern,,9
4,FB_NORTH,Abutilon-otocarpus,Abutilon otocarpus - Desert Chinese Lantern,,9
5,FB_NORTH,Abutilon-sp.,Abutilon sp. - Mallow,,9
6,FB_NORTH,Achyranthes-aspera,Achyranthes aspera - Chaff Flower,,12
7,FB_NORTH,Aerva-javanica,Aerva javanica - Kapok Bush,,6
8,FB_NORTH,Aeschynomene-indica,Aeschynomene indica - Budda Pea,,13
9,FB_NORTH,Alternanthera-nodiflora,Alternanthera nodiflora - Common Joyweed,,14
10,FB_NORTH,Ammannia-multiflora,Ammannia multiflora - Jerry Jerry,,9
11,FB_NORTH,Bergia-perennis,Bergia perennis - Desert Mat,,7
12,FB_NORTH,Blumea-diffusa,Blumea diffusa - Blumea,,7
13,FB_NORTH,Blumea-tenella,Blumea tenella - Blumea,,7
14,FB_NORTH,Boerhavia-diffusa,Boerhavia diffusa - Tar Vine,,10
15,FB_NORTH,Boerhavia-paludosa,Boerhavia paludosa - Black Soil Tar Vine,,10
16,FB_NORTH,Boerhavia-schomburgkiana,Boerhavia schomburgkiana - Tar Vine,,10
17,FB_NORTH,Boerhavia-sp.,Boerhavia sp. - Tar Vine,,10
18,FB_NORTH,Bonamia-media,Bonamia media - Common Bonamia,,8
19,FB_NORTH,Bonamia-pannosa,Bonamia pannosa - Large Bonamia,,8
20,FB_NORTH,Bulbostylis-barbata,Bulbostylis barbata - Dainty Sedge,,12
21,FB_NORTH,Chamaecrista-rotundifolia,Chamaecrista rotundifolia - Wynn Cassia,,13
22,FB_NORTH,Chenopodium-auricomum,Chenopodium auricomum - Northern Bluebush,,12
